YEAR,MO,DY,T2M,TS,QV2M,PRECTOTCORR,WS10M,WD10M
1991,4,14,18.29,18.55,6.41,18.8,4.59,103.69
1991,4,15,17.25,18.03,5.68,0.86,2.87,148.94
1991,4,16,16.5,16.88,3.72,0.01,3.13,185.19
1991,4,17,17.62,16.79,2.75,0,3.19,173.38
1991,4,18,18.74,17.77,2.87,0,3.18,154.06
1991,4,19,19.32,18.53,3.17,0,3.12,160.69
1991,4,20,20.39,19.94,3.42,0,3.27,164.69
1991,4,21,21.39,20.81,3.91,0,3.21,163
1991,4,22,21.3,21.66,4.76,0,3.19,148.38
1991,4,23,20.94,22.32,5.13,0.19,3.31,166.44
1991,4,24,20.57,20.92,3.97,0,3.16,158.44
1991,4,25,21.37,21.91,3.66,0,3.47,180.06
1991,4,26,22.01,22.71,3.42,0,3.3,171.81
1991,4,27,23.69,23.46,3.85,0,4.18,185.81
1991,4,28,24.49,24.76,3.85,0,3.22,162.5
1991,4,29,24.62,25.37,3.91,0,3.34,200.19
1991,4,30,25.05,25.62,3.97,0,4.86,215.12
1991,5,1,25.95,26.42,5.13,0.58,4.1,213.25
1991,5,2,24.56,26.27,5.86,0.55,3.37,124.62
1991,5,3,23.31,24.7,4.39,0.85,3.56,159.5
1991,5,4,24.69,25.16,3.54,0,3.34,169
1991,5,5,25.61,26.19,4.27,0,4.45,217.94
1991,5,6,25.09,26.05,5.37,0,5.11,308.31
1991,5,7,25.26,26.15,5.31,0,4.55,301.56
1991,5,8,25.43,26.51,5.49,0,3.93,241.19
1991,5,9,25.91,27.08,4.52,0,3.32,238.31
1991,5,10,24.73,25.55,4.15,0.03,3.15,146.75
1991,5,11,23.44,24.42,3.66,0.24,2.84,185.5
1991,5,12,23.83,24.98,3.11,0,3.51,204.31
1991,5,13,25.66,26.26,3.36,0,4.93,229.5
1991,5,14,26.37,27.01,3.54,0,4.61,253.81
1991,5,15,26.57,27.25,3.17,0,3.79,215.12
1991,5,16,26.57,26.82,2.81,0,3.41,165.25
1991,5,17,26.5,27.26,3.85,0.57,3.61,201.25
1991,5,18,26.5,27.86,5.43,0.1,3.44,215.88
1991,5,19,27.31,28.67,6.16,0,2.97,158.81
1991,5,20,26.53,28.46,6.84,0.11,3.51,198.81
1991,5,21,26.45,27.9,5.74,0,4.04,238.5
1991,5,22,25.71,27.35,5.13,0,3.85,204.62
1991,5,23,26.24,27.62,4.76,0,4.98,276.81
1991,5,24,28.23,29.08,5.07,0,4.45,248.31
1991,5,25,28.15,29.26,5.68,0,3.27,166.88
1991,5,26,27.76,29.37,6.16,2.04,2.8,154
1991,5,27,26.51,27.89,6.65,2.37,3,166.81
1991,5,28,27.15,28.18,4.88,0,3.57,184.56
1991,5,29,27.3,27.83,3.36,0.16,3.23,178.81
1991,5,30,26.7,27.83,3.66,0.01,3.59,194.06
1991,5,31,26.56,27.62,3.6,0.06,3.59,203.75
1991,6,1,27.44,27.85,3.17,0,3.33,199.44
1991,6,2,27.08,27.55,2.75,0,3.48,184.94
1991,6,3,27.55,27.66,2.99,0,3.05,161.25
1991,6,4,27.59,28.51,4.64,0,3.24,167.75
1991,6,5,27.99,29.41,6.23,0,3.45,177.25
1991,6,6,27.88,29.41,8.36,0.8,3.03,165.5
1991,6,7,28.3,30.06,7.87,0.23,3.45,182.19
1991,6,8,27.65,28.97,9.34,6.06,3.27,173.62
1991,6,9,27.67,29.19,11.54,0.19,3.06,175.06
1991,6,10,25.55,27.09,13.98,14.47,2.41,165.25
1991,6,11,25.13,27.46,14.16,1.77,2.44,187.06
1991,6,12,24.11,25.46,14.53,28.82,2.33,207.75
1991,6,13,25.37,26.31,12.33,0.15,2.55,181.75
1991,6,14,26.74,27.35,10.19,0,2.34,173.31
1991,6,15,26.71,27.26,9.28,0,3,281.5
1991,6,16,27.08,27.51,9.03,0,3.94,203.31
1991,6,17,27.34,27.8,10.19,1.03,3.45,212.75
1991,6,18,24.69,25.48,11.35,22.1,2.23,244.38
1991,6,19,20.8,20.76,11.9,114.16,1.67,127.62
1991,6,20,23.02,22.8,11.6,4.9,2.2,129
1991,6,21,24.19,23.93,10.86,0.51,2.48,167.56
1991,6,22,24.43,24.46,11.47,0,2.51,175
1991,6,23,24.62,24.57,10.62,0,2.91,177.69
1991,6,24,25.05,24.93,9.52,0,3.56,186.06
1991,6,25,25.45,25.28,8.79,0,3.88,188.44
1991,6,26,25.5,25.62,8.36,0,2.85,155.44
1991,6,27,26.13,26.33,8.48,0,2.98,163.81
1991,6,28,26.16,26.51,8.24,0,2.96,160.38
1991,6,29,26.35,26.9,8.48,0,2.88,159.5
1991,6,30,26.82,27.6,9.46,0,2.85,153.31
1991,7,1,26.54,27.28,10.25,0,2.7,150.5
1991,7,2,26.79,27.35,10.44,0,3.66,188.56
1991,7,3,27.04,27.76,10.86,0,3.6,190.38
1991,7,4,27.06,28.27,11.6,0,3.61,200.88
1991,7,5,27.51,28.49,12.33,0,3.8,285
1991,7,6,27.55,28.75,11.54,0,3.09,264.12
1991,7,7,26.83,28.03,10.5,0,2.66,157.94
1991,7,8,27.57,28.77,10.13,0,2.73,180.25
1991,7,9,27.88,28.9,10.44,1.76,2.95,173.69
1991,7,10,26.87,27.53,11.84,2.21,2.8,198
1991,7,11,26.74,27.72,11.72,6.06,2.59,161.62
1991,7,12,26.44,27.47,11.84,0.61,2.38,163.12
1991,7,13,25.83,27.74,14.04,0.35,2.22,213.94
1991,7,14,26.4,27.35,13.73,7.93,2.98,218.62
1991,7,15,27.26,28.18,11.78,0.01,2.54,191.19
1991,7,16,26.98,28.55,12.08,0.37,2.66,157.75
1991,7,17,27.03,29.12,14.59,0.18,2.22,173.38
1991,7,18,26.23,28.19,16.24,3.87,2.58,189
1991,7,19,24.65,26.31,16.66,3.07,3.08,206.88
1991,7,20,25.54,27.46,15.75,0.32,2.48,187.88
1991,7,21,23.81,24.67,16.48,11.05,1.94,170.81
1991,7,22,24.83,26.33,15.44,5.46,1.98,205.06
1991,7,23,24.57,26.05,15.62,11.37,2.26,173.56
1991,7,24,24.84,26,15.81,1.9,1.97,153.75
1991,7,25,25.05,26.43,16.36,3.15,1.88,179.38
1991,7,26,25.42,26.73,16.17,0.21,2.04,189.56
1991,7,27,25.82,26.93,15.87,5.13,2.58,250.94
1991,7,28,27.26,28.44,14.47,0.05,2.56,173.75
1991,7,29,25.45,26.15,15.81,29.79,2.07,156.44
1991,7,30,24.58,25.47,17.52,7.8,2.45,174.5
1991,7,31,24.62,25.83,17.15,2.07,2.34,194.06
1991,8,1,24.91,26.85,16.78,0.01,2.32,223.12
1991,8,2,25.44,26.95,16.42,0.02,2.94,259.06
1991,8,3,26.15,27.13,15.38,3.4,2.94,281.44
1991,8,4,23.19,23.64,17.15,110.76,2.32,201.31
1991,8,5,21.86,22.54,17.09,34.28,2.43,195.69
1991,8,6,23.2,23.89,17.4,6.54,1.89,181.31
1991,8,7,23.4,24.04,18.13,18.41,1.91,189.88
1991,8,8,23.55,23.96,18.13,8.68,2.2,206.62
1991,8,9,23.32,23.42,17.03,12.36,2.18,192.81
1991,8,10,23.37,22.95,14.47,1.03,2.73,199.38
1991,8,11,22.19,21.72,13.73,5.35,2.34,157
1991,8,12,22.81,22.37,13.98,0,1.94,188.62
1991,8,13,23.62,23.05,14.1,0,2.12,150.62
1991,8,14,24.05,23.67,14.89,1.94,2.31,156.62
1991,8,15,23.95,23.51,14.95,0.34,2.55,205.62
1991,8,16,23.23,23.1,14.34,0.49,2.16,241.25
1991,8,17,22.86,23.36,15.5,0.97,2.12,181
1991,8,18,22.65,23.43,16.78,7.22,1.76,189.19
1991,8,19,22.57,23,17.09,4.32,1.55,230
1991,8,20,22.86,23.48,17.33,3.09,2.19,200
1991,8,21,21.18,21.19,17.21,1.91,2.44,183.12
1991,8,22,22.01,22.27,15.2,17.42,1.91,110.25
1991,8,23,21.18,21.39,15.99,30.42,1.88,165.75
1991,8,24,21.88,22.1,16.17,3.67,1.23,147.25
1991,8,25,21.78,21.94,16.54,5.96,1.74,152.38
1991,8,26,23.27,23.33,16.24,17.06,1.8,152.81
1991,8,27,22.02,22.06,17.21,45.05,2.84,197.25
1991,8,28,21.5,21.87,16.54,9.58,2.1,144.19
1991,8,29,21.55,21.79,16.6,7.34,2.03,161
1991,8,30,21.11,21.15,16.17,8.62,1.25,135.75
1991,8,31,21.33,21.08,16.42,10.08,0.94,126.38
1991,9,1,21.46,21.69,16.05,4.18,1.73,172.38
1991,9,2,21.04,21.28,16.17,29.37,1.41,206.75
1991,9,3,21.53,21.64,16.72,12.09,2.2,180.12
1991,9,4,22.15,22.15,16.66,0.08,2.47,253.88
1991,9,5,21.57,21.94,16.11,0.1,2.02,207.25
1991,9,6,21.23,21.55,15.93,11.78,1.72,277.5
1991,9,7,20.79,20.67,15.5,32.22,1.95,262.06
1991,9,8,21.1,20.61,13.85,3.92,2.16,209.75
1991,9,9,21.48,20.74,14.53,17.73,2.3,262.88
1991,9,10,21.07,21.02,14.83,0.8,1.73,210.31
1991,9,11,20.65,20.55,15.32,20.02,2.04,258.5
1991,9,12,21.01,20.81,15.2,0,2.07,221.25
1991,9,13,21.05,20.84,14.77,0.01,1.81,205.38
1991,9,14,20.54,20.37,14.77,2.8,1.86,185.44
1991,9,15,20.41,20.5,14.89,1.26,1.84,168.5
1991,9,16,20.08,20.12,14.53,4.05,1.66,161.75
1991,9,17,20.35,20.06,13.98,0.04,2.09,178.5
1991,9,18,19.9,19.46,13.55,0,2.09,170.12
1991,9,19,19.69,18.8,12.63,0,2.13,150.31
1991,9,20,19.69,18.62,11.78,0,2.13,140.06
1991,9,21,19.89,18.55,10.99,0,2.02,129.94
1991,9,22,19.98,18.38,10.38,0,1.92,130.44
1991,9,23,19.56,17.99,10.13,1.46,2.05,142.38
1991,9,24,19.94,18.65,11.47,1.09,2.12,152.12
1991,9,25,19.51,18.18,11.54,0.02,2.27,159.19
1991,9,26,19.25,17.5,10.5,0,2.35,171.75
1991,9,27,19.21,17.08,9.28,0,2.31,160.38
1991,9,28,19.28,17.21,9.52,0,2.2,152
1991,9,29,19.05,17.09,9.52,0,2.34,154
1991,9,30,17.77,15.73,8.42,0.09,2.28,161
1991,10,1,17.09,14.55,7.08,0,2.13,140.56
1991,10,2,17.26,14.62,7.14,0,2.13,132.62
1991,10,3,18.05,15.17,7.45,0,2.06,115.19
1991,10,4,18.14,15.58,7.93,0,2.13,134.38
1991,10,5,18.26,15.61,7.63,0,2.15,139.56
1991,10,6,17.82,15.55,8.48,0,2.16,137.94
1991,10,7,18.12,15.85,8.73,0,2.03,150.19
1991,10,8,17.91,15.61,8.06,0,2.32,176.44
1991,10,9,17.5,15.31,7.81,0,2.05,145.44
1991,10,10,16.98,14.79,7.51,0,2.18,143.88
1991,10,11,17.03,14.51,6.84,0,2.2,141.56
1991,10,12,16.8,14.15,6.29,0,2.19,133.44
1991,10,13,16.44,14.24,6.9,0,2.23,131.62
1991,10,14,16.77,14.6,7.39,0,2.24,117.75
1991,10,15,17.15,14.57,7.2,0,2.2,122.69
1991,10,16,16.23,14.33,7.02,0.03,2.2,162.62
1991,10,17,15.93,13.9,6.77,0.33,2.03,132.06
1991,10,18,16.04,13.8,6.96,0,2.23,126.06
1991,10,19,15.98,13.55,6.59,0,2.12,138.75
1991,10,20,15.85,13.3,6.16,0,2.19,128.88
1991,10,21,15.65,13.33,6.1,0,2.21,114.12
1991,10,22,15.83,13.12,5.74,0,2.11,119.12
1991,10,23,15.68,13.01,5.68,0,2.28,129.88
1991,10,24,15.44,12.79,5.43,0,2.16,131.88
1991,10,25,15.05,12.33,5.25,0,2.17,139.31
1991,10,26,15.12,12.45,5.19,0,2.31,136.56
1991,10,27,15.12,12.99,5.55,0,2.21,123.94
1991,10,28,15.16,13.13,5.92,0,2.16,132.06
1991,10,29,15.02,13.18,6.35,0,2.05,115.94
1991,10,30,15.12,13.13,5.8,0,2.27,131.56
1991,10,31,14.7,12.5,5.25,0,2.09,131.94
1991,11,1,14.65,11.82,4.7,0,2.12,120.56
1991,11,2,14.3,11.64,4.33,0,2.38,123.69
1991,11,3,13.87,10.98,4.03,0,2.09,136.06
1991,11,4,13.13,10.21,3.72,0,2.1,132.75
1991,11,5,13.25,9.96,3.66,0,2.12,130.94
1991,11,6,13.8,10.22,3.66,0,2.02,126.19
1991,11,7,12.88,10.02,3.72,0,2.23,115
1991,11,8,12.46,10.03,3.78,0,2.35,139.19
1991,11,9,12.27,10.47,4.33,0.01,2.32,107.31
1991,11,10,12.26,10.71,5.19,0.92,1.99,118.56
1991,11,11,10.31,8.68,6.1,1.63,0.98,59.75
1991,11,12,11.58,9.87,5.86,0,1.61,138.19
1991,11,13,12.23,10.05,5,0,2.07,134.75
1991,11,14,12.4,9.76,4.39,0,1.93,129.44
1991,11,15,12.23,9.53,4.03,0,2.05,122.81
1991,11,16,12.15,8.98,3.78,0,2.25,98.5
1991,11,17,12.12,8.93,4.03,0,1.98,107.62
1991,11,18,11.37,8.48,3.85,0,2.02,130.62
1991,11,19,11.43,8.3,3.3,0,2.06,121
1991,11,20,10.94,7.74,3.17,0,2.05,125
1991,11,21,11.23,8.18,3.11,0,2.11,122.75
1991,11,22,10.83,7.4,2.99,0,2.07,119.19
1991,11,23,11.47,7.69,2.87,0,2.12,121.38
1991,11,24,12.27,8.87,3.3,0,1.9,121.62
1991,11,25,13.91,11.19,3.6,0,1.77,131.44
1991,11,26,14.08,11.23,4.39,0,1.54,117.25
1991,11,27,13.03,10.75,4.58,0,2.11,142.31
1991,11,28,11.62,8.76,3.97,0,2.24,127.31
1991,11,29,10.35,7.64,3.54,0,1.91,126.75
1991,11,30,9.42,6.7,3.17,0,2.09,134.06
1991,12,1,8.6,5.81,2.87,0,2.05,122.19
1991,12,2,9.04,5.88,2.81,0,2.07,129.31
1991,12,3,10.02,6.35,2.62,0,1.86,125.5
1991,12,4,11.4,7.92,2.93,0,2.05,130.75
1991,12,5,12.6,9.27,3.97,0,3.05,146
1991,12,6,12.15,9.41,4.15,0,2.16,117.88
1991,12,7,11.26,8.12,4.33,0,1.57,111.38
1991,12,8,12.09,9.8,4.58,0,1.93,114.5
1991,12,9,11.72,9.38,4.94,0,2.26,114.75
1991,12,10,10.91,8.25,4.33,0,2.22,160.12
1991,12,11,11.06,8.61,3.97,0,2.08,130.5
1991,12,12,11.87,9.83,4.46,0,1.99,143.06
1991,12,13,12.23,10.26,4.76,0,2.14,137.06
1991,12,14,12.08,9.65,4.76,0,2.04,127.81
1991,12,15,11.58,8.48,4.46,0,1.88,128.62
1991,12,16,12.4,9.69,4.15,0,2.08,124.12
1991,12,17,13.92,9.94,3.91,0,1.47,163.25
1991,12,18,14.1,10.55,3.6,0,1.59,127.69
1991,12,19,13.59,9.84,3.36,0,1.78,123.25
1991,12,20,11.42,8.07,3.85,0,1.74,114.69
1991,12,21,9.01,7.66,5.07,0,2.31,99.56
1991,12,22,9.2,9,5.8,5.45,2.2,141
1991,12,23,7.69,7.48,6.04,5.3,1.62,98.69
1991,12,24,5.07,5.22,5.74,4.74,2.98,77.25
1991,12,25,6.48,6.51,6.35,2.08,1.48,150.5
1991,12,26,6.17,5.48,4.88,0.49,2.01,200.69
1991,12,27,5.96,3.69,3.6,0.82,1.71,166
1991,12,28,5.44,3.21,3.23,0,2.01,160.06
1991,12,29,5.3,2.66,2.69,0,1.83,128.06
1991,12,30,4.56,2.07,2.81,0.08,2.08,125
1991,12,31,4.27,1.99,2.75,0,2.1,128.38
1992,1,1,4.74,2.55,2.2,0,2.13,143.94
1992,1,2,6.69,4.28,2.81,0,1.78,116.5
1992,1,3,7,4.22,2.62,0,2.3,113.31
1992,1,4,9.7,6.65,3.36,0,2.25,109.62
1992,1,5,11.51,7.86,3.23,0,2.7,129.12
1992,1,6,11.04,7.97,3.85,0,2.05,100.5
1992,1,7,10.97,7.89,3.91,0,1.68,117.12
1992,1,8,10.36,8.08,4.27,0,1.64,179.62
1992,1,9,8.36,5.44,3.54,0.02,2.29,113.81
1992,1,10,7.7,6.08,3.23,0,2.73,106.62
1992,1,11,5.58,4.3,4.21,1.76,2.84,131.62
1992,1,12,5.14,2.84,2.87,0.36,1.91,118.19
1992,1,13,9.22,6.36,3.05,0,1.56,126.94
1992,1,14,10.08,6.26,2.93,0,1.83,102.12
1992,1,15,9.16,5.62,2.62,0,2.17,111.31
1992,1,16,8.26,5.12,2.56,0,2.22,133.94
1992,1,17,8.99,5.55,2.32,0,2.28,119.69
1992,1,18,9.93,6.49,2.75,0,1.5,122.25
1992,1,19,9.98,7.13,2.75,0,1.83,150.81
1992,1,20,9.05,7.98,3.6,0,1.91,154.62
1992,1,21,8.94,7.46,4.64,0,1.84,109.25
1992,1,22,8.6,7.36,4.58,0,2.44,153.44
1992,1,23,9.89,7.25,3.97,0,1.79,128.19
1992,1,24,10.59,8.62,4.88,0.02,2.42,166.12
1992,1,25,12.18,10.43,4.82,0,2.51,246
1992,1,26,12.44,11.76,5,0,2.72,121.19
1992,1,27,10.45,10.15,6.53,0.02,2.32,80.94
1992,1,28,8.39,8.24,6.65,2.12,2.31,79.06
1992,1,29,10.08,10.03,6.77,0.74,2.5,89.19
1992,1,30,8.22,8.19,6.41,2.68,4.11,82.12
1992,1,31,8.36,7.58,5.55,7.42,2.26,186
1992,2,1,9.05,7.49,4.52,1.6,2.09,140.31
1992,2,2,7.94,5.99,3.54,0,2.24,138.12
1992,2,3,7.84,5.71,2.62,0,2.61,158.31
1992,2,4,8.65,6.06,2.38,0,2.13,143.19
1992,2,5,9.98,7.94,3.3,0,2.22,129.81
1992,2,6,7.33,5.72,4.76,2.4,2.36,79.19
1992,2,7,6.96,7.08,6.16,17.58,2.77,131.44
1992,2,8,7.48,6.24,4.58,0,2.16,135.06
1992,2,9,8.25,6.25,3.78,1.08,2.27,138.19
1992,2,10,8.12,5.85,2.87,0,2.22,155.12
1992,2,11,8.58,5.78,2.44,0,2.31,122.44
1992,2,12,9.23,7.47,3.17,0.42,2.29,124.62
1992,2,13,8.89,8.73,5.74,1.09,3.36,101
1992,2,14,9.39,7.92,4.09,0,2.3,161.94
1992,2,15,9.73,7.15,2.87,0,2.34,137.12
1992,2,16,9.24,7.01,2.99,0,2.23,146.94
1992,2,17,7.45,5.11,2.56,0,2.44,193.75
1992,2,18,8.13,6.12,2.2,0,2.67,132.81
1992,2,19,9.23,7.55,2.75,0,2.3,145.44
1992,2,20,9.48,8.14,3.23,0,2.24,169.38
1992,2,21,8.73,7.36,3.36,0,2.28,144.81
1992,2,22,8.33,6.88,3.05,0,2.44,134.5
1992,2,23,8.59,7.29,3.17,0.05,2.42,140.31
1992,2,24,9.37,8.29,3.23,0.14,2.65,132.44
1992,2,25,11.37,9.49,2.81,0,2.48,131.94
1992,2,26,11.39,9.12,3.42,0,2.03,139.5
1992,2,27,12.88,11.29,4.21,0,2.77,152.19
1992,2,28,12.61,12.37,5.49,0,1.8,121.44
1992,2,29,14.1,14.24,6.65,0.02,2.63,114.44
1992,3,1,14.09,13.58,4.82,0,2.76,152.06
1992,3,2,14.16,12.23,2.99,0,2.68,145.12
1992,3,3,14.98,12.8,2.56,0,2.64,154.69
1992,3,4,13.91,12.36,3.23,0,2.61,171.19
1992,3,5,13.3,12.78,5.13,0,1.98,132.81
1992,3,6,12.98,12.3,3.66,0,2.86,205.12
1992,3,7,13.02,11.05,2.62,0,2.91,156.94
1992,3,8,13.18,11.05,2.5,0,2.65,136.94
1992,3,9,13.43,11.62,2.5,0,2.98,158.62
1992,3,10,13.67,12.12,2.69,0,3.25,177.62
1992,3,11,13.62,12.98,3.72,0,3.55,116.5
1992,3,12,12.87,12.6,6.29,0,2.73,115.44
1992,3,13,12.52,12.95,7.08,0.04,2.33,140.25
1992,3,14,13.04,13.15,6.16,1.11,3.59,135.75
1992,3,15,13.68,13.11,2.99,0,2.88,150.62
1992,3,16,16.65,14.84,2.56,0,3.32,160.94
1992,3,17,16.2,15.46,4.76,0,2.67,117.5
1992,3,18,16,15.28,3.97,0,3.28,159
1992,3,19,15.95,14.62,3.42,0,2.3,131.44
1992,3,20,15.51,16.31,5.8,0.28,4.1,95.5
1992,3,21,15.19,15.48,6.47,0.02,2.49,92.81
1992,3,22,14.23,14.51,6.23,0,2.22,88.31
1992,3,23,13.23,14.01,7.63,0.12,2.04,101.75
1992,3,24,16.43,16.94,6.16,0.16,2.66,147.56
1992,3,25,14.57,14.02,5.98,0.27,1.72,133.69
1992,3,26,16.96,17.05,5,0.12,2.68,171.06
1992,3,27,17.12,17.02,4.7,0.06,2.31,189.31
1992,3,28,17.26,16.27,4.39,0.2,2.33,163.38
1992,3,29,16.13,16.79,4.33,0.02,2.87,173.81
1992,3,30,15.51,15.45,4.46,0.06,2.67,171.81
1992,3,31,15.65,15.55,3.23,0,2.9,141
1992,4,1,16.23,15.32,2.87,0.02,2.62,145.94
1992,4,2,17.82,17.81,3.48,0,2.93,160.75
1992,4,3,18.75,18.94,4.09,0,3,171.69
1992,4,4,20.06,20.05,3.97,0,3.2,162.44
1992,4,5,18.91,18.75,3.97,0,2.88,159.25
1992,4,6,18.53,20.09,5.68,0,3.04,173.56
1992,4,7,17.8,17.89,3.72,0,3.08,204.19
1992,4,8,19.65,19.44,3.42,0,2.97,170.25
1992,4,9,19.8,18.96,3.48,0,2.5,107.69
1992,4,10,18.6,17.83,4.76,0.08,2.98,147.44
1992,4,11,18.56,18.1,4.03,0,2.42,146.69
1992,4,12,20.3,19.89,3.72,0,2.84,179.94
1992,4,13,19.73,19.13,3.48,0,2.94,164
1992,4,14,18.9,19.13,3.72,0,3.14,183.12
1992,4,15,18.84,19.12,4.15,0,2.8,149.5
1992,4,16,20.25,20.62,4.39,0,2.85,149.12
1992,4,17,19.08,18.01,4.64,0,2.33,152.75
1992,4,18,21.49,22.12,4.58,0,4.23,206.94
1992,4,19,22.08,22.31,4.82,0,3.7,220.5
1992,4,20,22.83,22.73,5.13,0,3.55,201.94
1992,4,21,22.56,22.77,4.76,0,3.52,161.31
1992,4,22,20.62,20.9,4.09,0,3.06,159.62
1992,4,23,20.21,21.05,3.54,0,2.98,148.06
1992,4,24,20.75,20.36,3.6,0,2.68,147.56
1992,4,25,22.31,22.34,3.66,0,3,145.56
1992,4,26,22.6,22.96,3.91,0,3.08,148.25
1992,4,27,23.75,24.2,4.27,0,3.2,165.19
1992,4,28,24.16,25.32,5.13,0,3.53,180.75
1992,4,29,24.59,25.44,5.13,0,3.34,162.88
1992,4,30,24.13,24.98,4.7,0.08,3.39,184.94
1992,5,1,23.6,24.37,4.76,0.75,3.17,236.5
1992,5,2,22.8,23.74,4.52,0.31,4.23,263.38
1992,5,3,18.2,19.42,5.62,0.02,3.2,109.19
1992,5,4,19.81,21.9,7.45,1.57,3.12,129.62
1992,5,5,20.4,21.8,7.39,4.8,2.98,183.19
1992,5,6,21.54,22.13,5.25,0,3.72,299
1992,5,7,22.65,22.55,3.97,0,5.16,258.44
1992,5,8,23.49,23.54,3.91,0,3.55,182.19
1992,5,9,23.7,24.23,4.7,0,3.76,211.19
1992,5,10,24.69,25.15,4.27,0,3.98,232.94
1992,5,11,25.64,26.08,4.39,0,3.02,161.25
1992,5,12,26.53,27.3,4.76,0,3.16,187.44
1992,5,13,28.01,28.65,5.37,0,3.95,248.12
1992,5,14,27.42,28.76,6.29,0,3.75,192.56
1992,5,15,27.05,28.05,5.31,0,4.26,222.44
1992,5,16,26.47,27.92,4.76,0,3.57,193.38
1992,5,17,25.19,26.19,4.39,0,3.64,284.88
1992,5,18,24.5,24.9,3.3,0,3.23,187.62
1992,5,19,22.06,23.12,4.21,0,3.59,96.88
1992,5,20,23.24,24.71,4.27,0.17,3.44,188
1992,5,21,24.65,25.56,4.21,0.1,2.7,238.31
1992,5,22,25.44,26.9,4.15,0,3.72,199
1992,5,23,26.87,27.47,4.15,0,3.45,157.38
1992,5,24,26.72,27.28,4.94,0.52,3.48,208.19
1992,5,25,26.87,27.68,4.64,0.04,3.56,180.38
1992,5,26,24.87,25.87,5.98,0.15,2.98,162.81
1992,5,27,24.28,26.34,8.42,0.04,2.88,183.81
1992,5,28,25.88,27.62,7.08,0,3.95,228.06
1992,5,29,25.1,26.32,5.31,0,4.51,213.62
1992,5,30,24.33,25.17,4.15,0.37,2.91,166.81
1992,5,31,23.47,24.37,3.54,0,2.91,160.31
1992,6,1,24.15,25.48,3.85,0,3.22,188.06
1992,6,2,26.39,27.21,4.33,0,3.48,178.69
1992,6,3,26.98,28.3,4.15,0,3.89,188.56
1992,6,4,27.47,28.71,4.76,0.21,3.22,184.5
1992,6,5,27.86,29.17,5.19,0.02,3.59,195.94
1992,6,6,28.62,29.79,4.88,0,3.44,247.56
1992,6,7,29.04,30.37,5.31,0.14,3.85,203.06
1992,6,8,28.93,30.16,5.07,0.01,3,174.81
1992,6,9,27.77,29.09,5.13,0.17,3.39,198.06
1992,6,10,27.21,28.37,4.88,0.84,2.78,166.25
1992,6,11,27.05,28.23,5,0,3.62,197.31
1992,6,12,27.81,29,5,0,3.6,222.19
1992,6,13,27.72,29.1,4.88,0.01,3.61,182.38
1992,6,14,27.84,29.12,4.52,0.06,3.41,174.56
1992,6,15,28.53,30.07,5.07,0,3.76,201.81
1992,6,16,28.9,30.12,4.88,0.06,3.22,152.75
1992,6,17,28.5,29.69,4.76,0.13,3.26,158.62
1992,6,18,29.26,30.07,4.94,0.02,3.58,175.62
1992,6,19,28.36,29.52,7.63,0.03,3.07,170.06
1992,6,20,29.12,31.44,10.01,0,2.95,167.12
1992,6,21,28.35,31.27,13.06,0,2.34,218.12
1992,6,22,29.24,31.08,9.52,4.83,3.75,270.62
1992,6,23,28.48,29.85,8.12,1.1,3.5,189.62
1992,6,24,27.94,28.47,7.14,1.65,3.12,233.69
1992,6,25,27.49,28.41,8.24,6.48,3.53,197.56
1992,6,26,26.4,27.09,10.38,3.12,3.56,205.19
1992,6,27,26.74,27.93,10.5,0.64,3.66,282
1992,6,28,27.18,27.95,10.44,0.57,3.45,234.31
1992,6,29,25.56,25.98,10.93,22.06,2.74,280.75
1992,6,30,24.43,25.22,11.17,6.64,2.76,176
1992,7,1,24.11,25.37,11.9,6.79,2.52,166.81
1992,7,2,23.99,25.19,11.84,3.19,2.55,157.75
1992,7,3,24.44,25.96,11.17,1.19,2.8,203.31
1992,7,4,25.01,26.06,9.58,0.17,3.03,180.19
1992,7,5,25.83,26.62,10.01,0.54,3.32,209.88
1992,7,6,26.2,26.44,10.38,2.94,3.76,204.44
1992,7,7,25.84,26.37,11.29,12.58,2.77,174.31
1992,7,8,26.05,26.77,12.27,2.87,2.91,173.19
1992,7,9,23.88,24.34,13.49,24.48,2.42,207.44
1992,7,10,24.32,24.85,13.18,4.18,2.3,162
1992,7,11,24.19,25.48,13.06,1.49,2.33,162.31
1992,7,12,24.49,26.27,14.59,2.06,2.3,176.81
1992,7,13,23.49,24.94,15.5,2.58,2.26,200.75
1992,7,14,24.1,25.58,15.69,3.19,2.41,216.62
1992,7,15,25.56,26.99,14.59,1.16,2.84,262.5
1992,7,16,25.28,27.03,14.22,0.18,2.77,232.62
1992,7,17,22.19,23.01,14.77,2.15,2.49,216
1992,7,18,23.43,25.05,14.22,0.98,2.3,164.06
1992,7,19,23.89,25.63,15.2,4.17,2.28,174.06
1992,7,20,23.9,25.43,16.42,4.5,2.52,169.94
1992,7,21,23.06,24.33,15.99,3.86,2.57,143.94
1992,7,22,23.88,25.26,16.11,5.39,2.05,172.06
1992,7,23,22.95,23.7,17.03,9.19,2.4,184.06
1992,7,24,22.05,22.51,17.09,21.5,1.85,171.88
1992,7,25,21.93,22.51,16.24,8.82,1.8,129.81
1992,7,26,22.15,22.34,16.72,22.21,1.69,179.06
